id,o,c,e,a,n
17889970,0.818,0.735,0.606,0.643,0.395
17890601,0.876,0.676,0.73,0.657,0.409
17893290,0.808,0.697,0.618,0.685,0.308
18363508,0.711,0.613,0.644,0.444,0.391
17894827,0.821,0.645,0.697,0.646,0.473
17897744,0.808,0.752,0.687,0.648,0.301
17897772,0.682,0.722,0.622,0.647,0.226
17898187,0.787,0.723,0.755,0.66,0.221
17898692,0.855,0.763,0.691,0.636,0.417
17898821,0.821,0.653,0.642,0.607,0.374
17898840,0.824,0.65,0.62,0.659,0.307
17899055,0.793,0.543,0.536,0.685,0.503
17899109,0.718,0.745,0.639,0.641,0.248
17899383,0.834,0.657,0.61,0.703,0.388
17900339,0.691,0.69,0.67,0.695,0.244
17900666,0.723,0.681,0.671,0.644,0.338
17901138,0.86,0.757,0.688,0.664,0.229
17901282,0.801,0.614,0.607,0.597,0.303
17902326,0.716,0.646,0.616,0.606,0.369
17903357,0.723,0.672,0.617,0.622,0.243
17903487,0.789,0.589,0.627,0.657,0.456
17903594,0.828,0.612,0.711,0.638,0.337
17904776,0.771,0.741,0.669,0.716,0.333
17904856,0.844,0.644,0.638,0.632,0.316
17905715,0.684,0.64,0.608,0.504,0.374
17905977,0.762,0.705,0.592,0.694,0.355
17906542,0.922,0.673,0.735,0.66,0.334
17907292,0.705,0.655,0.74,0.578,0.301
17908139,0.806,0.653,0.645,0.624,0.317
7717612,0.721,0.748,0.634,0.66,0.221
17908655,0.776,0.685,0.634,0.686,0.336
17909140,0.88,0.796,0.713,0.649,0.277
17909243,0.887,0.593,0.676,0.644,0.269
17909306,0.765,0.71,0.762,0.649,0.269
17909537,0.804,0.596,0.646,0.482,0.453
17910183,0.875,0.637,0.672,0.577,0.442
17910878,0.818,0.785,0.723,0.654,0.323
17910893,0.853,0.793,0.727,0.659,0.262
17912337,0.773,0.703,0.575,0.659,0.376
17912684,0.844,0.71,0.683,0.661,0.386
17912817,0.787,0.752,0.638,0.638,0.319
17912917,0.736,0.72,0.609,0.64,0.523
22999930,0.828,0.77,0.636,0.676,0.36
23000769,0.758,0.647,0.593,0.589,0.352
23001311,0.851,0.868,0.764,0.695,0.296
23001562,0.779,0.568,0.61,0.675,0.412
23002445,0.849,0.745,0.675,0.684,0.379
23002488,0.736,0.649,0.774,0.604,0.263
23002923,0.747,0.775,0.662,0.649,0.462
23003171,0.708,0.773,0.698,0.677,0.581
23004150,0.82,0.688,0.683,0.667,0.358
23006986,0.771,0.717,0.681,0.719,0.267
23010550,0.826,0.753,0.739,0.653,0.242
23011995,0.752,0.553,0.602,0.627,0.404
23015816,0.866,0.772,0.653,0.604,0.363
23016199,0.756,0.812,0.701,0.684,0.343
23018333,0.826,0.81,0.703,0.719,0.374
23019279,0.821,0.761,0.63,0.66,0.262
23019705,0.821,0.723,0.682,0.729,0.409
23021792,0.658,0.715,0.7,0.689,0.212
23021979,0.884,0.775,0.727,0.612,0.495
23026764,0.763,0.527,0.578,0.663,0.438
23027648,0.861,0.73,0.714,0.663,0.259
23031054,0.812,0.543,0.666,0.631,0.312
23032196,0.831,0.684,0.672,0.685,0.42
23032518,0.674,0.667,0.653,0.614,0.318
23035442,0.838,0.763,0.706,0.632,0.335
23037205,0.769,0.672,0.643,0.65,0.566
23040248,0.844,0.798,0.692,0.668,0.351
23040386,0.898,0.695,0.678,0.621,0.353
23044006,0.863,0.74,0.69,0.679,0.356
23053505,0.739,0.675,0.639,0.588,0.393
23055689,0.805,0.659,0.653,0.566,0.337
23057107,0.701,0.58,0.588,0.673,0.318
23061871,0.711,0.679,0.694,0.647,0.214
23065354,0.825,0.679,0.69,0.636,0.391
23066788,0.781,0.67,0.655,0.587,0.365
23067559,0.778,0.731,0.707,0.701,0.226
23067784,0.608,0.639,0.589,0.642,0.344
23069867,0.767,0.648,0.647,0.598,0.389
23070802,0.756,0.765,0.701,0.698,0.235
23072760,0.841,0.627,0.631,0.618,0.4
23076771,0.756,0.727,0.641,0.694,0.223
23078265,0.723,0.729,0.686,0.659,0.289
23080244,0.868,0.75,0.68,0.7,0.263
23081176,0.819,0.716,0.655,0.672,0.302
23081445,0.864,0.628,0.715,0.681,0.446
23082830,0.684,0.687,0.669,0.644,0.324
23084598,0.816,0.713,0.744,0.702,0.266
23087952,0.751,0.684,0.653,0.609,0.388
23090431,0.703,0.659,0.719,0.651,0.3
23090440,0.68,0.705,0.593,0.74,0.297
23093882,0.731,0.743,0.618,0.688,0.311
23094648,0.861,0.794,0.679,0.679,0.269
23095315,0.909,0.594,0.693,0.65,0.3
29237801,0.851,0.697,0.705,0.611,0.324
23095837,0.788,0.642,0.607,0.716,0.369
23104302,0.777,0.696,0.639,0.651,0.301
23106937,0.761,0.667,0.619,0.644,0.258
23109436,0.814,0.733,0.693,0.639,0.248
23111224,0.839,0.802,0.705,0.61,0.449
23116037,0.861,0.612,0.647,0.665,0.466
23119425,0.903,0.75,0.779,0.618,0.339
23119645,0.703,0.715,0.619,0.608,0.386
23121582,0.783,0.596,0.528,0.617,0.378
23122371,0.683,0.686,0.622,0.667,0.358
23129282,0.734,0.569,0.564,0.704,0.404
23129925,0.684,0.642,0.6,0.623,0.361
23135183,0.772,0.731,0.636,0.627,0.24
23136101,0.729,0.692,0.709,0.668,0.314
23137012,0.662,0.67,0.712,0.676,0.345
23139845,0.757,0.715,0.627,0.663,0.269
16623719,0.727,0.648,0.586,0.532,0.416
23140101,0.82,0.649,0.637,0.733,0.45
23140494,0.827,0.647,0.65,0.601,0.338
23141511,0.753,0.676,0.644,0.701,0.297
23142308,0.764,0.579,0.693,0.653,0.441
23143968,0.707,0.702,0.689,0.651,0.302
7888452,0.763,0.567,0.6,0.635,0.386
7920672,0.789,0.617,0.65,0.622,0.368
23144509,0.742,0.697,0.695,0.652,0.533
23145316,0.839,0.805,0.839,0.685,0.19
23146711,0.769,0.716,0.69,0.6,0.387
23146988,0.787,0.751,0.69,0.697,0.47
23148232,0.82,0.793,0.704,0.701,0.307
7931412,0.823,0.611,0.668,0.626,0.362
23148248,0.888,0.744,0.648,0.656,0.374
23148645,0.849,0.707,0.719,0.691,0.531
23148826,0.817,0.803,0.706,0.644,0.419
23150071,0.808,0.693,0.581,0.58,0.393
23151437,0.863,0.776,0.746,0.621,0.412
23153736,0.816,0.732,0.758,0.637,0.295
23154457,0.756,0.652,0.618,0.695,0.552
23154642,0.745,0.694,0.651,0.647,0.366
23156823,0.852,0.794,0.735,0.658,0.486
23158124,0.847,0.774,0.748,0.63,0.463
23161696,0.788,0.74,0.673,0.635,0.486
23162917,0.784,0.598,0.656,0.566,0.436
23166381,0.857,0.773,0.648,0.687,0.331
23167145,0.834,0.611,0.695,0.62,0.361
23167567,0.861,0.833,0.692,0.669,0.278
23168621,0.767,0.65,0.69,0.688,0.345
23168714,0.881,0.603,0.708,0.569,0.37
23170292,0.705,0.682,0.626,0.548,0.425
23170646,0.868,0.756,0.708,0.66,0.371
23172853,0.89,0.71,0.685,0.659,0.182
23174622,0.711,0.646,0.643,0.63,0.202
23176144,0.703,0.736,0.559,0.704,0.294
23179034,0.716,0.604,0.613,0.669,0.417
23179472,0.727,0.749,0.747,0.734,0.321
23180819,0.891,0.695,0.703,0.599,0.367
23191371,0.845,0.718,0.667,0.673,0.381
23196500,0.699,0.642,0.726,0.662,0.337
23480504,0.826,0.752,0.666,0.681,0.273
23480722,0.799,0.704,0.628,0.591,0.321
23487429,0.937,0.657,0.693,0.631,0.333
23488288,0.759,0.589,0.627,0.643,0.464
23488833,0.835,0.638,0.639,0.677,0.494
23490670,0.706,0.747,0.621,0.689,0.332
23493152,0.836,0.598,0.625,0.64,0.366
23494273,0.802,0.664,0.626,0.71,0.383
23494288,0.768,0.648,0.627,0.636,0.281
23495277,0.821,0.792,0.746,0.688,0.267
23495493,0.777,0.67,0.637,0.591,0.392
23496501,0.852,0.745,0.707,0.615,0.417
23501044,0.774,0.597,0.689,0.604,0.239
23502791,0.787,0.698,0.77,0.698,0.34
23505609,0.661,0.612,0.659,0.691,0.263
23506351,0.682,0.672,0.615,0.623,0.39
23506457,0.865,0.699,0.705,0.608,0.429
23506724,0.818,0.65,0.654,0.639,0.447
13761042,0.855,0.689,0.7,0.662,0.346
23511303,0.811,0.756,0.728,0.688,0.562
23516324,0.677,0.694,0.708,0.673,0.343
23518723,0.754,0.789,0.707,0.712,0.325
23519736,0.805,0.687,0.647,0.642,0.298
23520421,0.779,0.778,0.709,0.656,0.214
23521790,0.807,0.719,0.674,0.584,0.305
7813142,0.802,0.678,0.641,0.611,0.358
23525118,0.807,0.797,0.74,0.663,0.323
23528375,0.789,0.64,0.685,0.604,0.426
23532872,0.767,0.649,0.64,0.585,0.375
23538464,0.802,0.793,0.707,0.615,0.528
23541332,0.769,0.647,0.668,0.673,0.374
23543726,0.74,0.611,0.61,0.606,0.307
23545207,0.794,0.713,0.647,0.664,0.297
23545243,0.841,0.607,0.634,0.675,0.339
23545799,0.905,0.764,0.7,0.647,0.357
23546586,0.736,0.685,0.694,0.635,0.312
23549240,0.867,0.809,0.776,0.675,0.232
23551373,0.783,0.652,0.639,0.592,0.389
23554196,0.92,0.712,0.727,0.637,0.27
23555611,0.817,0.562,0.637,0.64,0.459
23557006,0.738,0.654,0.603,0.678,0.477
23559108,0.772,0.764,0.709,0.686,0.228
23559552,0.747,0.639,0.692,0.715,0.45
23559586,0.767,0.665,0.62,0.632,0.3
23560192,0.827,0.652,0.667,0.653,0.285
23561301,0.816,0.797,0.62,0.641,0.314
23561980,0.638,0.674,0.666,0.669,0.254
23562953,0.741,0.585,0.69,0.506,0.412
23563495,0.713,0.735,0.624,0.729,0.262
23563579,0.723,0.701,0.712,0.705,0.321
23565536,0.857,0.748,0.684,0.62,0.371
23571113,0.708,0.65,0.63,0.614,0.323
23573987,0.717,0.663,0.583,0.598,0.495
23579214,0.87,0.598,0.659,0.664,0.418
23580829,0.775,0.653,0.652,0.694,0.536
23585300,0.855,0.688,0.717,0.647,0.254
23585871,0.786,0.665,0.643,0.604,0.392
23592412,0.784,0.687,0.589,0.65,0.305
23594890,0.848,0.757,0.685,0.637,0.263
23595873,0.705,0.657,0.571,0.625,0.351
23598953,0.862,0.747,0.652,0.634,0.432
23599148,0.811,0.585,0.705,0.664,0.408
23602643,0.778,0.742,0.734,0.698,0.212
23602815,0.707,0.686,0.658,0.67,0.208
23603551,0.648,0.639,0.726,0.681,0.227
23606123,0.8,0.768,0.725,0.687,0.21
23606755,0.719,0.698,0.668,0.621,0.391
23606983,0.758,0.762,0.771,0.727,0.239
387122411,0.74,0.621,0.662,0.564,0.353
16613670,0.788,0.6,0.666,0.53,0.408
23611231,0.889,0.769,0.672,0.627,0.291
23611764,0.765,0.636,0.607,0.656,0.418
23612155,0.791,0.624,0.651,0.645,0.353
23613776,0.703,0.711,0.743,0.67,0.448
23614207,0.748,0.707,0.638,0.659,0.331
551214316,0.793,0.784,0.673,0.688,0.243
16630098,0.771,0.683,0.639,0.688,0.279
23618603,0.777,0.654,0.721,0.668,0.434
23621049,0.774,0.707,0.644,0.605,0.282
23622564,0.834,0.774,0.784,0.709,0.138
23623933,0.8,0.65,0.663,0.587,0.346
23624239,0.763,0.669,0.663,0.673,0.333
23624606,0.821,0.765,0.651,0.685,0.288
23626520,0.822,0.574,0.659,0.613,0.412
23629630,0.749,0.692,0.673,0.651,0.511
23636789,0.917,0.774,0.683,0.616,0.4
23638174,0.86,0.653,0.621,0.651,0.393
23638980,0.745,0.767,0.645,0.694,0.28
23646603,0.807,0.661,0.642,0.607,0.384
23649104,0.829,0.821,0.719,0.659,0.253
23654549,0.717,0.744,0.715,0.693,0.271
23660299,0.771,0.605,0.584,0.559,0.389
23665543,0.767,0.769,0.739,0.651,0.23
23670349,0.821,0.625,0.639,0.719,0.411
23671862,0.749,0.64,0.702,0.632,0.411
23672517,0.761,0.659,0.659,0.671,0.432
23673139,0.762,0.752,0.756,0.677,0.241
23674342,0.813,0.704,0.642,0.637,0.282
23676438,0.847,0.747,0.646,0.64,0.344
23677088,0.772,0.653,0.66,0.63,0.298
23677732,0.854,0.658,0.659,0.567,0.298
23677900,0.799,0.747,0.759,0.65,0.253
23678022,0.759,0.703,0.647,0.662,0.318
23678071,0.738,0.793,0.685,0.687,0.323
23900993,0.757,0.595,0.652,0.679,0.446
23901138,0.891,0.666,0.683,0.661,0.429
25167771,0.706,0.688,0.667,0.602,0.34
25572420,0.831,0.744,0.678,0.629,0.35
25592566,0.797,0.637,0.595,0.58,0.363
25594518,0.77,0.669,0.639,0.588,0.389
26727655,0.847,0.744,0.607,0.586,0.426
26740297,0.865,0.651,0.643,0.687,0.37
26741765,0.863,0.714,0.675,0.616,0.286
26742630,0.742,0.6,0.574,0.585,0.316
353528348,0.813,0.714,0.696,0.72,0.398
26744267,0.754,0.66,0.644,0.567,0.36
26757599,0.758,0.658,0.632,0.582,0.371
26758453,0.688,0.742,0.736,0.641,0.163
26758943,0.726,0.679,0.601,0.64,0.28
26771192,0.83,0.755,0.718,0.671,0.174
26777361,0.713,0.602,0.6,0.618,0.313
26778761,0.88,0.563,0.673,0.515,0.385
26779967,0.806,0.776,0.69,0.741,0.213
26780127,0.825,0.72,0.685,0.692,0.387
26784273,0.811,0.808,0.753,0.707,0.238
26785513,0.708,0.735,0.753,0.658,0.168
26787673,0.855,0.786,0.726,0.649,0.316
26789088,0.794,0.775,0.648,0.638,0.237
26791995,0.701,0.704,0.649,0.676,0.222
26792275,0.619,0.654,0.596,0.596,0.342
26798304,0.82,0.652,0.682,0.597,0.454
26799530,0.711,0.701,0.682,0.658,0.292
17838032,0.814,0.646,0.646,0.532,0.341
44564856,0.888,0.559,0.662,0.537,0.391
26799554,0.837,0.656,0.649,0.661,0.259
26809005,0.661,0.65,0.57,0.668,0.152
28823640,0.862,0.689,0.706,0.593,0.353
34747631,0.718,0.69,0.702,0.609,0.242
284946367,0.706,0.663,0.647,0.678,0.285
48890812,0.764,0.762,0.724,0.69,0.165
34749159,0.775,0.771,0.699,0.705,0.23
34757760,0.853,0.644,0.703,0.617,0.337
34766576,0.835,0.615,0.72,0.532,0.432
37240298,0.812,0.713,0.681,0.641,0.336
37242870,0.664,0.64,0.599,0.665,0.376
31310158,0.669,0.725,0.655,0.643,0.233
37257512,0.764,0.644,0.621,0.701,0.277
37264053,0.842,0.818,0.753,0.698,0.169
37268231,0.806,0.795,0.694,0.667,0.339
37283656,0.787,0.664,0.656,0.607,0.392
37286087,0.807,0.646,0.62,0.669,0.376
294664123,0.785,0.721,0.687,0.665,0.356
37287122,0.786,0.773,0.696,0.671,0.307
37290954,0.829,0.745,0.675,0.58,0.29
37293721,0.731,0.639,0.627,0.675,0.531
37294378,0.814,0.806,0.704,0.659,0.399
37296570,0.703,0.676,0.67,0.619,0.297
37296736,0.657,0.705,0.57,0.715,0.393
37297131,0.75,0.703,0.636,0.643,0.422
37299744,0.828,0.585,0.705,0.613,0.448
37300008,0.811,0.653,0.606,0.641,0.396
37301539,0.811,0.514,0.597,0.57,0.42
37319854,0.732,0.702,0.659,0.695,0.257
37333080,0.83,0.696,0.663,0.593,0.447
37336651,0.736,0.668,0.681,0.58,0.372
37338814,0.877,0.835,0.734,0.655,0.412
37344658,0.79,0.586,0.615,0.706,0.326
37350168,0.866,0.693,0.655,0.69,0.338
37351496,0.717,0.661,0.689,0.653,0.352
37360915,0.794,0.704,0.617,0.602,0.315
37366411,0.777,0.674,0.739,0.647,0.416
37367041,0.824,0.785,0.765,0.638,0.325
37370604,0.793,0.722,0.69,0.63,0.517
37372319,0.861,0.681,0.684,0.654,0.286
37373729,0.75,0.589,0.652,0.619,0.44
37378109,0.799,0.736,0.753,0.673,0.334
49013625,0.917,0.763,0.671,0.563,0.248
37384733,0.785,0.645,0.656,0.708,0.453
37387866,0.71,0.657,0.596,0.69,0.553
37387919,0.804,0.642,0.614,0.654,0.339
37394018,0.808,0.619,0.675,0.674,0.398
37396276,0.663,0.645,0.683,0.729,0.198
37397430,0.687,0.683,0.651,0.72,0.278
37431624,0.749,0.659,0.695,0.702,0.441
37434506,0.775,0.65,0.653,0.598,0.394
37440799,0.716,0.634,0.68,0.602,0.339
37442875,0.696,0.67,0.685,0.633,0.275
37444945,0.855,0.59,0.748,0.614,0.343
37457864,0.73,0.748,0.67,0.666,0.35
37464391,0.891,0.747,0.615,0.657,0.349
37471897,0.766,0.585,0.641,0.663,0.429
37477366,0.791,0.594,0.786,0.602,0.267
37478021,0.851,0.63,0.643,0.602,0.31
29268463,0.8,0.711,0.697,0.68,0.339
37487345,0.719,0.747,0.77,0.647,0.191
37487883,0.843,0.749,0.717,0.673,0.239
37502868,0.9,0.701,0.654,0.596,0.261
37512732,0.838,0.684,0.654,0.632,0.324
37514167,0.907,0.875,0.746,0.666,0.414
37527136,0.8,0.792,0.742,0.639,0.478
37528320,0.803,0.636,0.687,0.7,0.528
37532078,0.741,0.572,0.686,0.65,0.396
37538435,0.753,0.688,0.704,0.658,0.418
37555491,0.726,0.717,0.699,0.606,0.376
16639702,0.701,0.537,0.64,0.605,0.437
37564020,0.811,0.581,0.7,0.557,0.35
37569283,0.858,0.657,0.642,0.62,0.439
37588212,0.855,0.552,0.629,0.548,0.503
37599575,0.784,0.703,0.59,0.594,0.317
37601149,0.788,0.78,0.722,0.654,0.242
37605913,0.822,0.702,0.742,0.648,0.399
37608930,0.708,0.702,0.613,0.689,0.557
37615149,0.843,0.546,0.649,0.458,0.449
37616571,0.826,0.685,0.706,0.673,0.474
17835445,0.865,0.744,0.606,0.633,0.364
17836026,0.841,0.606,0.648,0.652,0.37
17836882,0.695,0.654,0.643,0.6,0.287
17837184,0.743,0.768,0.701,0.671,0.201
37634294,0.796,0.61,0.637,0.702,0.345
37650790,0.794,0.757,0.666,0.618,0.443
37656339,0.722,0.715,0.707,0.649,0.219
37665386,0.76,0.731,0.709,0.655,0.205
37666984,0.775,0.773,0.761,0.619,0.288
37667384,0.891,0.624,0.647,0.612,0.359
37675798,0.732,0.511,0.621,0.66,0.414
37691773,0.867,0.652,0.675,0.655,0.459
37692162,0.659,0.66,0.737,0.639,0.199
37697495,0.686,0.658,0.639,0.608,0.326
37699718,0.836,0.777,0.7,0.655,0.234
37703823,0.839,0.623,0.656,0.686,0.324
37704473,0.762,0.624,0.622,0.632,0.283
37706403,0.669,0.658,0.724,0.686,0.292
37709713,0.853,0.766,0.71,0.692,0.199
37710752,0.808,0.794,0.654,0.637,0.303
37712991,0.811,0.776,0.661,0.652,0.373
37713583,0.657,0.727,0.647,0.64,0.387
37717323,0.864,0.612,0.579,0.688,0.382
37720263,0.792,0.663,0.747,0.636,0.229
49110693,0.879,0.679,0.707,0.618,0.422
37722200,0.929,0.793,0.712,0.63,0.312
37723441,0.817,0.8,0.697,0.714,0.375
37724979,0.879,0.775,0.683,0.768,0.202
37729461,0.909,0.669,0.729,0.627,0.252
37730316,0.821,0.679,0.651,0.538,0.379
37744202,0.792,0.65,0.631,0.59,0.392
37752399,0.806,0.714,0.656,0.681,0.425
37752699,0.768,0.593,0.607,0.687,0.491
37752933,0.817,0.633,0.634,0.654,0.484
37754796,0.82,0.652,0.683,0.612,0.29
37755305,0.792,0.626,0.655,0.605,0.412
37761694,0.812,0.678,0.648,0.632,0.278
37763201,0.766,0.676,0.696,0.628,0.273
37763774,0.779,0.684,0.665,0.677,0.279
37914766,0.806,0.684,0.659,0.652,0.329
37916113,0.798,0.562,0.679,0.633,0.4
37992666,0.739,0.595,0.576,0.565,0.407
39782670,0.77,0.729,0.679,0.65,0.258
39795592,0.731,0.71,0.691,0.67,0.259
42464314,0.773,0.604,0.759,0.591,0.271
42470178,0.79,0.721,0.693,0.576,0.335
42474579,0.777,0.663,0.649,0.605,0.342
42476256,0.86,0.645,0.601,0.504,0.364
42482224,0.799,0.561,0.643,0.624,0.466
42482510,0.814,0.508,0.625,0.614,0.463
42486688,0.777,0.609,0.607,0.689,0.423
42487653,0.777,0.776,0.763,0.664,0.302
42495702,0.76,0.723,0.654,0.651,0.322
43041675,0.853,0.603,0.664,0.694,0.345
43046805,0.869,0.667,0.656,0.622,0.27
43047978,0.823,0.665,0.655,0.674,0.3
43283812,0.726,0.705,0.631,0.663,0.306
43530447,0.774,0.666,0.678,0.642,0.528
43532023,0.793,0.677,0.649,0.58,0.36
43535409,0.79,0.704,0.666,0.72,0.433
43540843,0.853,0.786,0.597,0.676,0.271
43542038,0.783,0.649,0.621,0.616,0.419
43544315,0.693,0.679,0.68,0.687,0.318
43544882,0.75,0.667,0.679,0.646,0.425
43550526,0.771,0.556,0.664,0.592,0.459
43567124,0.796,0.734,0.712,0.635,0.39
43575788,0.747,0.659,0.659,0.599,0.377
43579056,0.755,0.531,0.609,0.578,0.392
43581970,0.742,0.657,0.636,0.584,0.365
43583795,0.809,0.682,0.685,0.636,0.416
43593176,0.754,0.648,0.603,0.654,0.284
43601041,0.759,0.615,0.66,0.641,0.29
43604169,0.701,0.641,0.723,0.709,0.282
43611927,0.758,0.689,0.67,0.622,0.364
43614909,0.735,0.727,0.685,0.668,0.155
43620739,0.747,0.583,0.599,0.675,0.365
43621019,0.963,0.678,0.691,0.629,0.304
44434219,0.759,0.627,0.618,0.616,0.381
44438642,0.744,0.698,0.689,0.624,0.353
45052430,0.818,0.602,0.622,0.605,0.403
44442099,0.725,0.733,0.649,0.698,0.265
44446988,0.924,0.832,0.702,0.67,0.335
44449776,0.867,0.777,0.696,0.672,0.238
45536687,0.77,0.635,0.622,0.589,0.358
45542424,0.846,0.619,0.595,0.635,0.449
56299980,0.665,0.602,0.566,0.663,0.363
56315827,0.732,0.659,0.645,0.722,0.483
56337457,0.887,0.713,0.706,0.685,0.248
56348005,0.754,0.671,0.637,0.606,0.382
56352243,0.81,0.609,0.684,0.581,0.414
56352678,0.891,0.711,0.679,0.671,0.253
56359115,0.747,0.667,0.689,0.597,0.289
56363634,0.787,0.653,0.644,0.602,0.38
56365416,0.854,0.711,0.662,0.63,0.305
56367937,0.823,0.67,0.655,0.618,0.405
56372261,0.763,0.624,0.689,0.611,0.289
56375803,0.778,0.686,0.665,0.693,0.277
56377143,0.831,0.717,0.724,0.651,0.332
56387781,0.783,0.737,0.702,0.736,0.268
56394748,0.671,0.671,0.648,0.663,0.298
56396749,0.88,0.688,0.65,0.674,0.238
56397733,0.843,0.791,0.72,0.693,0.205
56408416,0.723,0.678,0.796,0.657,0.278
56408817,0.867,0.602,0.613,0.656,0.372
56413858,0.694,0.631,0.68,0.573,0.384
56419421,0.682,0.588,0.648,0.638,0.5
56420636,0.79,0.713,0.656,0.644,0.343
56420799,0.856,0.653,0.636,0.688,0.323
56423330,0.762,0.643,0.634,0.65,0.294
56425408,0.76,0.659,0.64,0.587,0.368
56427936,0.786,0.625,0.648,0.684,0.502
56431113,0.699,0.694,0.739,0.727,0.302
56436449,0.861,0.63,0.644,0.626,0.352
56438689,0.712,0.579,0.632,0.646,0.383
56439852,0.781,0.635,0.6,0.659,0.293
56443153,0.874,0.793,0.718,0.673,0.198
56443453,0.77,0.58,0.595,0.579,0.383
56445458,0.778,0.608,0.652,0.595,0.306
56448752,0.773,0.758,0.756,0.758,0.12
56449463,0.762,0.666,0.659,0.59,0.391
56449543,0.749,0.663,0.633,0.58,0.369
56457310,0.794,0.768,0.781,0.667,0.284
56461986,0.875,0.755,0.696,0.593,0.405
56475887,0.743,0.712,0.69,0.571,0.406
56480330,0.702,0.732,0.687,0.62,0.237
56481539,0.869,0.784,0.768,0.645,0.346
56488597,0.886,0.682,0.713,0.64,0.447
56493501,0.924,0.791,0.74,0.625,0.322
56496058,0.796,0.715,0.624,0.634,0.273
56505125,0.728,0.673,0.646,0.594,0.397
56507213,0.766,0.665,0.641,0.593,0.376
56516742,0.768,0.617,0.659,0.65,0.373
56517028,0.803,0.666,0.681,0.61,0.297
56518880,0.84,0.583,0.668,0.544,0.423
56520454,0.759,0.631,0.655,0.594,0.361
56521114,0.774,0.662,0.637,0.586,0.381
56531899,0.751,0.673,0.626,0.669,0.311
56542313,0.716,0.702,0.681,0.621,0.356
56543837,0.773,0.537,0.611,0.644,0.336
56551230,0.872,0.662,0.711,0.665,0.336
56552341,0.631,0.647,0.602,0.541,0.38
56557940,0.851,0.839,0.72,0.633,0.455
56574267,0.772,0.658,0.636,0.591,0.373
56581622,0.781,0.581,0.678,0.499,0.38
56583974,0.766,0.668,0.639,0.602,0.38
56599386,0.687,0.709,0.71,0.678,0.331
56603918,0.752,0.676,0.654,0.596,0.41
56610211,0.794,0.703,0.649,0.633,0.345
56616503,0.738,0.817,0.692,0.707,0.353
18572379,0.888,0.575,0.712,0.608,0.301
56620346,0.817,0.671,0.718,0.72,0.472
56641020,0.856,0.59,0.642,0.622,0.423
56661279,0.851,0.763,0.675,0.701,0.34
56670265,0.89,0.714,0.711,0.643,0.375
56675917,0.8,0.658,0.667,0.707,0.459
56688840,0.892,0.819,0.706,0.659,0.301
56699979,0.774,0.778,0.649,0.699,0.324
56703247,0.831,0.736,0.656,0.613,0.37
56705653,0.785,0.784,0.73,0.634,0.324
56712338,0.827,0.721,0.629,0.558,0.438
56722075,0.77,0.643,0.586,0.587,0.391
56733951,0.876,0.585,0.665,0.576,0.395
56736671,0.788,0.766,0.741,0.66,0.252
56741469,0.748,0.664,0.638,0.588,0.367
56741549,0.774,0.652,0.645,0.59,0.383
56749642,0.726,0.681,0.69,0.612,0.354
56751990,0.715,0.673,0.619,0.59,0.393
56758031,0.9,0.789,0.648,0.626,0.375
56758151,0.77,0.661,0.641,0.581,0.387
56759468,0.781,0.668,0.694,0.704,0.441
56764041,0.785,0.647,0.665,0.603,0.325
56767953,0.736,0.743,0.655,0.649,0.248
56768154,0.798,0.724,0.671,0.617,0.403
56768257,0.857,0.794,0.672,0.617,0.339
56768423,0.692,0.72,0.668,0.65,0.253
56769237,0.913,0.64,0.693,0.696,0.305
56783101,0.879,0.669,0.649,0.652,0.448
56783491,0.799,0.762,0.68,0.629,0.321
56798948,0.762,0.653,0.647,0.577,0.372
56799076,0.746,0.701,0.547,0.601,0.296
56807071,0.823,0.66,0.654,0.639,0.369
56809023,0.76,0.666,0.653,0.609,0.357
61835249,0.683,0.676,0.653,0.64,0.423
56812711,0.836,0.643,0.671,0.649,0.34
56814021,0.697,0.732,0.663,0.708,0.278
56814044,0.805,0.657,0.608,0.668,0.361
56819939,0.785,0.78,0.699,0.664,0.325
56834816,0.802,0.644,0.669,0.652,0.397
56835468,0.788,0.621,0.612,0.595,0.443
56843421,0.795,0.716,0.686,0.671,0.28
56856558,0.794,0.684,0.699,0.671,0.23
56860418,0.805,0.659,0.636,0.595,0.384
56877844,0.76,0.658,0.64,0.586,0.371
353541134,0.861,0.804,0.716,0.686,0.42
56891751,0.674,0.668,0.647,0.633,0.306
56893116,0.758,0.658,0.635,0.581,0.376
56902345,0.753,0.657,0.64,0.577,0.374
56903665,0.761,0.796,0.662,0.726,0.341
56917981,0.776,0.766,0.661,0.636,0.431
56919090,0.698,0.685,0.685,0.714,0.179
56927066,0.794,0.735,0.691,0.688,0.469
56927820,0.805,0.575,0.594,0.657,0.343
56929607,0.835,0.646,0.714,0.659,0.392
56929889,0.821,0.663,0.692,0.622,0.261
56935974,0.673,0.595,0.584,0.641,0.37
56942273,0.756,0.7,0.629,0.643,0.465
56964483,0.794,0.585,0.661,0.637,0.37
56973040,0.785,0.655,0.57,0.665,0.286
56999787,0.723,0.702,0.642,0.601,0.318
57001957,0.747,0.618,0.619,0.653,0.316
57008445,0.745,0.667,0.664,0.607,0.397
57011441,0.714,0.664,0.624,0.63,0.363
57012308,0.797,0.595,0.65,0.502,0.387
57017317,0.736,0.663,0.61,0.639,0.269
57020762,0.77,0.653,0.646,0.579,0.378
